Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,708805,707697,10.81,10.79
1,64,677173,677169,41.33,41.33
1,256,247079,246892,60.32,60.27
1,512,128224,128071,62.60,62.53
1,1024,65815,65771,64.27,64.22
1,4096,16816,16794,65.68,65.60
1,16384,4223,4219,65.98,65.92
1,65536,1056,1055,66.00,65.93
2,16,701018,701013,10.69,10.69
2,64,677422,677153,41.34,41.33
2,256,247434,247268,60.40,60.36
2,512,128162,128114,62.57,62.55
2,1024,65873,65805,64.32,64.26
2,4096,16799,16788,65.62,65.57
2,16384,4225,4221,66.01,65.95
2,65536,1057,1055,66.06,65.93
3,16,706895,706891,10.78,10.78
3,64,685130,685035,41.81,41.81
3,256,247333,247181,60.38,60.34
3,512,128144,128076,62.57,62.53
3,1024,65898,65822,64.35,64.27
3,4096,16801,16786,65.62,65.57
3,16384,4224,4220,66.00,65.93
3,65536,1056,1055,66.00,65.93
