Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,322524,161295,4.92,2.46
1,64,365794,215192,22.32,13.13
1,256,352060,177509,85.95,43.33
1,512,339416,170773,165.73,83.38
1,1024,305400,151956,298.24,148.39
2,16,339538,169736,5.18,2.58
2,64,365248,214696,22.29,13.10
2,256,324172,165222,79.14,40.33
2,512,343352,171666,167.65,83.82
2,1024,301784,151333,294.71,147.78
3,16,325042,162427,4.95,2.47
3,64,369674,216216,22.56,13.19
3,256,340860,170786,83.21,41.69
3,512,347112,176358,169.48,86.11
3,1024,331716,165792,323.94,161.90
