Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,262998,131294,4.01,2.00
1,64,213574,106906,13.03,6.52
1,256,201974,101004,49.31,24.65
1,512,191812,95466,93.65,46.61
1,1024,252744,126201,246.82,123.24
2,16,266706,133594,4.06,2.03
2,64,209694,104886,12.79,6.40
2,256,191627,96712,46.78,23.61
2,512,203896,102006,99.55,49.80
2,1024,173970,86796,169.89,84.76
3,16,261582,132822,3.99,2.02
3,64,205446,102806,12.53,6.27
3,256,246386,122776,60.15,29.97
3,512,191238,95068,93.37,46.41
3,1024,241886,120968,236.21,118.13
