Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,361194,202377,5.51,3.08
1,64,359846,195168,21.96,11.91
1,256,357112,178633,87.18,43.61
1,512,354286,175823,172.99,85.85
1,1024,261364,131166,255.23,128.09
2,16,347446,178575,5.30,2.72
2,64,361586,184102,22.06,11.23
2,256,344134,183825,84.01,44.87
2,512,336318,165806,164.21,80.95
2,1024,260468,129812,254.36,126.76
3,16,360598,188835,5.50,2.88
3,64,371764,217655,22.69,13.28
3,256,351976,189493,85.93,46.26
3,512,334910,168294,163.53,82.17
3,1024,268112,134210,261.82,131.06
