Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,324342,162179,4.94,2.47
1,64,356352,178131,21.75,10.87
1,256,310630,155320,75.83,37.91
1,512,296166,147993,144.61,72.26
1,1024,320788,160428,313.26,156.66
2,16,350960,175787,5.35,2.68
2,64,354184,177062,21.61,10.80
2,256,334866,167247,81.75,40.83
2,512,331958,165994,162.08,81.05
2,1024,326758,163382,319.09,159.55
3,16,329758,164847,5.03,2.51
3,64,356410,178189,21.75,10.87
3,256,333850,166943,81.50,40.75
3,512,311082,155553,151.89,75.95
3,1024,299578,149815,292.55,146.30
