Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,344012,172087,5.24,2.62
1,64,345284,172586,21.07,10.53
1,256,341912,170969,83.47,41.74
1,512,338414,169212,165.24,82.62
1,1024,334070,166975,326.24,163.06
2,16,339764,169925,5.18,2.59
2,64,335058,167586,20.45,10.22
2,256,321402,160620,78.46,39.21
2,512,331357,165429,161.79,80.77
2,1024,332814,166398,325.01,162.49
3,16,346750,173344,5.29,2.64
3,64,355668,177939,21.70,10.86
3,256,344688,172319,84.15,42.07
3,512,307990,154012,150.38,75.20
3,1024,316252,158151,308.83,154.44
