Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,374710,202148,5.71,3.08
1,64,355004,199345,21.66,12.16
1,256,351310,174800,85.76,42.67
1,512,354818,174037,173.25,84.97
1,1024,265922,132951,259.68,129.83
2,16,360952,204842,5.50,3.12
2,64,350092,171151,21.36,10.44
2,256,353822,180763,86.38,44.13
2,512,350930,173888,171.35,84.90
2,1024,233992,117315,228.50,114.56
3,16,343122,171844,5.23,2.62
3,64,361782,201819,22.08,12.31
3,256,358090,180350,87.42,44.03
3,512,316994,158170,154.78,77.23
3,1024,240062,120456,234.43,117.63
