Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,689004,688504,10.51,10.50
1,64,663812,663810,40.51,40.51
1,256,594591,594588,145.16,145.16
1,512,485271,484695,236.94,236.66
1,1024,331484,331472,323.71,323.70
1,4096,105654,105649,412.71,412.69
1,16384,26528,26526,414.50,414.46
1,65536,8671,8670,541.93,541.87
2,16,697003,696751,10.63,10.63
2,64,664951,664949,40.58,40.58
2,256,621898,621884,151.83,151.82
2,512,445882,445856,217.71,217.70
2,1024,342718,342718,334.68,334.68
2,4096,105471,105467,411.99,411.98
2,16384,28418,28417,444.03,444.01
2,65536,8495,8494,530.93,530.87
3,16,701000,700995,10.69,10.69
3,64,670961,670893,40.95,40.94
3,256,621051,621032,151.62,151.61
3,512,459058,458698,224.14,223.97
3,1024,333581,333544,325.76,325.72
3,4096,100847,100843,393.93,393.91
3,16384,26400,26399,412.50,412.48
3,65536,8423,8423,526.43,526.43
