Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,1007556,1007015,15.37,15.36
1,64,920933,920797,56.20,56.20
1,256,740458,740416,180.77,180.76
1,512,595566,595528,290.80,290.78
1,1024,422449,422419,412.54,412.51
1,4096,167690,167686,655.03,655.02
1,16384,48522,48519,758.15,758.10
1,65536,12896,12895,806.00,805.93
2,16,986205,985838,15.04,15.04
2,64,920197,920068,56.16,56.15
2,256,738516,738457,180.30,180.28
2,512,586045,586013,286.15,286.13
2,1024,438242,438207,427.97,427.93
2,4096,150411,150405,587.54,587.51
2,16384,47307,47306,739.17,739.15
2,65536,12627,12627,789.18,789.18
3,16,987588,987297,15.06,15.06
3,64,919092,918868,56.09,56.08
3,256,742446,742394,181.26,181.24
3,512,591079,591051,288.61,288.59
3,1024,433578,433555,423.41,423.39
3,4096,159725,159719,623.92,623.90
3,16384,46485,45715,726.32,714.29
3,65536,2541,2146,158.81,134.12
