Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,712763,712066,10.87,10.86
1,64,704935,704931,43.02,43.02
1,256,247072,247003,60.32,60.30
1,512,128134,128081,62.56,62.53
1,1024,65864,65841,64.32,64.29
1,4096,16807,16801,65.65,65.62
1,16384,4224,4223,66.00,65.98
1,65536,1056,1056,66.00,66.00
2,16,718289,718285,10.96,10.96
2,64,691603,691567,42.21,42.20
2,256,247367,247090,60.39,60.32
2,512,127973,127929,62.48,62.46
2,1024,65850,65827,64.30,64.28
2,4096,16806,16799,65.64,65.62
2,16384,4224,4223,66.00,65.98
2,65536,1056,1056,66.00,66.00
3,16,717764,717717,10.95,10.95
3,64,694373,694307,42.38,42.37
3,256,247211,247124,60.35,60.33
3,512,128158,128123,62.57,62.56
3,1024,65861,65832,64.31,64.28
3,4096,16803,16798,65.63,65.61
3,16384,4224,4223,66.00,65.98
3,65536,1056,1056,66.00,66.00
