Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,666004,666001,10.16,10.16
1,64,633969,633966,38.69,38.69
1,256,575301,575280,140.45,140.44
1,512,511954,325891,249.97,159.12
1,1024,380366,314798,371.45,307.41
1,4096,100074,100068,390.91,390.89
1,16384,25165,25159,393.20,393.10
1,65536,6299,6299,393.68,393.68
2,16,655224,655189,9.99,9.99
2,64,666825,666824,40.69,40.69
2,256,580484,580481,141.71,141.71
2,512,456596,455738,222.94,222.52
2,1024,337295,335852,329.38,327.98
2,4096,101547,101541,396.66,396.64
2,16384,25163,25161,393.17,393.14
2,65536,6300,6299,393.75,393.68
3,16,649920,649913,9.91,9.91
3,64,654994,654992,39.97,39.97
3,256,581193,581177,141.89,141.88
3,512,456051,455959,222.68,222.63
3,1024,421652,248659,411.76,242.83
3,4096,100075,100057,390.91,390.84
3,16384,25160,25158,393.12,393.09
3,65536,6300,6300,393.75,393.75
