Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,829706,829567,12.66,12.65
1,64,787129,786999,48.04,48.03
1,256,612192,612144,149.46,149.44
1,512,493314,493293,240.87,240.86
1,1024,327422,327401,319.74,319.72
1,4096,132073,132067,515.91,515.88
1,16384,34504,34503,539.12,539.10
1,65536,9270,9269,579.37,579.31
2,16,836439,836173,12.76,12.75
2,64,776896,776804,47.41,47.41
2,256,627897,627853,153.29,153.28
2,512,470185,470169,229.58,229.57
2,1024,342520,342496,334.49,334.46
2,4096,128196,128189,500.76,500.73
2,16384,33764,33763,527.56,527.54
2,65536,9246,9246,577.87,577.87
3,16,836347,836110,12.76,12.75
3,64,765658,765513,46.73,46.72
3,256,593891,593847,144.99,144.98
3,512,476901,476858,232.86,232.84
3,1024,334199,334186,326.36,326.35
3,4096,125717,125711,491.08,491.05
3,16384,34070,34069,532.34,532.32
3,65536,8483,8483,530.18,530.18
