Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,835112,834975,12.74,12.74
1,64,786558,786457,48.00,48.00
1,256,628501,628445,153.44,153.42
1,512,504335,504299,246.25,246.23
1,1024,347727,347712,339.57,339.56
1,4096,126337,126331,493.50,493.48
1,16384,37328,37324,583.25,583.18
1,65536,9373,9373,585.81,585.81
2,16,837483,837309,12.77,12.77
2,64,789147,789047,48.16,48.15
2,256,584800,584771,142.77,142.76
2,512,501652,501621,244.94,244.93
2,1024,358048,358026,349.65,349.63
2,4096,133703,133698,522.27,522.25
2,16384,35077,35076,548.07,548.06
2,65536,9399,9398,587.43,587.37
3,16,842600,842355,12.85,12.85
3,64,779760,779642,47.59,47.58
3,256,642297,642254,156.81,156.80
3,512,508412,508383,248.24,248.23
3,1024,351464,351447,343.22,343.20
3,4096,129815,129809,507.08,507.06
3,16384,36069,36067,563.57,563.54
3,65536,9377,9376,586.06,586.00
