Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,559964,559662,8.54,8.53
1,64,492342,492251,30.05,30.04
1,256,387313,387252,94.55,94.54
1,512,315406,315379,154.00,153.99
1,1024,205734,205710,200.91,200.88
1,4096,86104,86097,336.34,336.31
1,16384,21835,21833,341.17,341.14
1,65536,6138,6138,383.62,383.62
2,16,557171,557054,8.50,8.49
2,64,488152,488062,29.79,29.78
2,256,389145,389077,95.00,94.98
2,512,354994,354956,173.33,173.31
2,1024,207080,207051,202.22,202.19
2,4096,69888,69882,273.00,272.97
2,16384,25455,25454,397.73,397.71
2,65536,6116,6115,382.25,382.18
3,16,577081,576862,8.80,8.80
3,64,496953,496873,30.33,30.32
3,256,387115,387068,94.51,94.49
3,512,307492,307453,150.14,150.12
3,1024,211258,211241,206.30,206.29
3,4096,72507,72501,283.23,283.20
3,16384,21037,21036,328.70,328.68
3,65536,6215,6215,388.43,388.43
