Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,993341,993286,15.15,15.15
1,64,921681,921585,56.25,56.24
1,256,727449,727400,177.59,177.58
1,512,602091,602029,293.98,293.95
1,1024,440979,440952,430.64,430.61
1,4096,169106,169099,660.57,660.54
1,16384,49140,49139,767.81,767.79
1,65536,14159,14159,884.93,884.93
2,16,990406,990077,15.11,15.10
2,64,928829,928694,56.69,56.68
2,256,750636,750564,183.26,183.24
2,512,601774,601718,293.83,293.80
2,1024,446814,446786,436.34,436.31
2,4096,169289,169284,661.28,661.26
2,16384,47129,47127,736.39,736.35
2,65536,13721,13720,857.56,857.50
3,16,990615,990335,15.11,15.11
3,64,917155,917037,55.97,55.97
3,256,746453,746402,182.23,182.22
3,512,601711,601681,293.80,293.78
3,1024,429696,429674,419.62,419.60
3,4096,167046,167039,652.52,652.49
3,16384,20730,20727,323.90,323.85
3,65536,3476,3476,217.25,217.25
