Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,566737,566580,8.64,8.64
1,64,502766,502673,30.68,30.68
1,256,390801,390752,95.41,95.39
1,512,303574,303542,148.22,148.21
1,1024,240494,240474,234.85,234.83
1,4096,90278,90270,352.64,352.61
1,16384,25162,25158,393.15,393.09
2,16,567647,567515,8.66,8.65
2,64,517373,517256,31.57,31.57
2,256,405757,405701,99.06,99.04
2,512,287891,287856,140.57,140.55
2,1024,213147,213132,208.15,208.13
2,4096,73893,73888,288.64,288.62
2,16384,22062,22060,344.71,344.68
3,16,555674,555520,8.47,8.47
3,64,515002,514899,31.43,31.42
3,256,410196,410138,100.14,100.13
3,512,308872,308848,150.81,150.80
3,1024,16435,16400,16.04,16.01
3,4096,14867,2090,58.07,8.16
3,16384,486,487,7.59,7.60
