Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,985205,985022,15.03,15.03
1,64,925694,925629,56.49,56.49
1,256,732169,732091,178.75,178.73
1,512,602473,602430,294.17,294.15
1,1024,398964,398937,389.61,389.58
1,4096,100098,100087,391.00,390.96
1,16384,25156,25155,393.06,393.04
1,65536,6299,6299,393.68,393.68
2,16,981709,981411,14.97,14.97
2,64,926289,926127,56.53,56.52
2,256,757389,757326,184.90,184.89
2,512,577474,577427,281.96,281.94
2,1024,398709,398673,389.36,389.32
2,4096,100086,100079,390.96,390.93
2,16384,25158,25156,393.09,393.06
2,65536,6299,6299,393.68,393.68
3,16,977511,977173,14.91,14.91
3,64,920264,920141,56.16,56.16
3,256,732072,731955,178.72,178.69
3,512,588981,588944,287.58,287.57
3,1024,398813,398788,389.46,389.44
3,4096,100100,100092,391.01,390.98
3,16384,25157,25155,393.07,393.04
3,65536,6299,6298,393.68,393.62
