Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,674491,674455,10.29,10.29
1,64,661205,661203,40.35,40.35
1,256,605276,605256,147.77,147.76
1,512,488406,488154,238.47,238.35
1,1024,420534,313036,410.67,305.69
1,4096,100069,100066,390.89,390.88
1,16384,25165,25163,393.20,393.17
1,65536,6300,6300,393.75,393.75
2,16,672197,672153,10.25,10.25
2,64,683258,683255,41.70,41.70
2,256,595866,595860,145.47,145.47
2,512,529188,411225,258.39,200.79
2,1024,363826,363772,355.29,355.24
2,4096,100824,100814,393.84,393.80
2,16384,25163,25160,393.17,393.12
2,65536,6299,6299,393.68,393.68
3,16,675061,675059,10.30,10.30
3,64,660384,660381,40.30,40.30
3,256,628631,628630,153.47,153.47
3,512,504020,436411,246.10,213.09
3,1024,423967,299683,414.03,292.65
3,4096,100057,100053,390.84,390.83
3,16384,25165,25158,393.20,393.09
3,65536,6300,6299,393.75,393.68
