Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,713921,713891,10.89,10.89
1,64,696012,695967,42.48,42.47
1,256,246907,246354,60.28,60.14
1,512,128082,128030,62.54,62.51
1,1024,65759,65740,64.21,64.19
1,4096,16806,16801,65.64,65.62
1,16384,4225,4223,66.01,65.98
1,65536,1056,1056,66.00,66.00
2,16,716491,716465,10.93,10.93
2,64,688986,688629,42.05,42.03
2,256,247147,247088,60.33,60.32
2,512,128167,128062,62.58,62.53
2,1024,65859,65835,64.31,64.29
2,4096,16806,16800,65.64,65.62
2,16384,4224,4222,66.00,65.96
2,65536,1056,1056,66.00,66.00
3,16,718635,718628,10.96,10.96
3,64,702125,701425,42.85,42.81
3,256,246996,246890,60.30,60.27
3,512,128114,128084,62.55,62.54
3,1024,65742,65717,64.20,64.17
3,4096,16807,16799,65.65,65.62
3,16384,4224,4222,66.00,65.96
3,65536,1056,1056,66.00,66.00
