Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,799700,799532,12.20,12.19
1,64,742103,742000,45.29,45.28
1,256,581819,581778,142.04,142.03
1,512,454284,454242,221.81,221.79
1,1024,314353,314334,306.98,306.96
1,4096,119656,119646,467.40,467.36
1,16384,33732,33731,527.06,527.04
2,16,795452,795244,12.13,12.13
2,64,738850,738741,45.09,45.08
2,256,585798,585743,143.01,143.00
2,512,447243,447218,218.38,218.36
2,1024,316795,316774,309.37,309.34
2,4096,119876,119869,468.26,468.23
2,16384,30555,30554,477.42,477.40
3,16,793399,793149,12.10,12.10
3,64,739622,739503,45.14,45.13
3,256,584947,584909,142.80,142.80
3,512,457741,457706,223.50,223.48
3,1024,312550,312527,305.22,305.20
3,4096,116266,116260,454.16,454.14
3,16384,18085,14032,282.57,219.25
