Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,568468,568224,8.67,8.67
1,64,514690,514559,31.41,31.40
1,256,406879,406819,99.33,99.32
1,512,320133,320105,156.31,156.30
1,1024,226409,226395,221.10,221.08
1,4096,77630,77624,303.24,303.21
1,16384,21928,21926,342.62,342.59
1,65536,6177,6176,386.06,386.00
2,16,574378,574226,8.76,8.76
2,64,527145,527011,32.17,32.16
2,256,418078,418013,102.06,102.05
2,512,310532,310506,151.62,151.61
2,1024,237686,237669,232.11,232.09
2,4096,80769,80763,315.50,315.48
2,16384,21826,21825,341.03,341.01
2,65536,6533,6533,408.31,408.31
3,16,588191,588016,8.97,8.97
3,64,531338,531249,32.43,32.42
3,256,423262,423212,103.33,103.32
3,512,317421,317384,154.99,154.97
3,1024,213166,213145,208.16,208.14
3,4096,81572,81566,318.64,318.61
3,16384,21051,21049,328.92,328.89
3,65536,3968,3968,248.00,248.00
