Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,818323,818112,12.48,12.48
1,64,759967,759878,46.38,46.37
1,256,611212,611166,149.22,149.21
1,512,459271,459233,224.25,224.23
1,1024,341648,341632,333.64,333.62
1,4096,122284,122279,477.67,477.65
1,16384,35157,35155,549.32,549.29
1,65536,9169,9168,573.06,573.00
2,16,814451,814316,12.42,12.42
2,64,762217,762089,46.52,46.51
2,256,603904,603860,147.43,147.42
2,512,475748,475713,232.29,232.28
2,1024,325225,325211,317.60,317.58
2,4096,125416,125410,489.90,489.88
2,16384,35398,35396,553.09,553.06
2,65536,9388,9388,586.75,586.75
3,16,825809,825572,12.60,12.59
3,64,763966,763868,46.62,46.62
3,256,610039,609996,148.93,148.92
3,512,505375,505338,246.76,246.74
3,1024,325996,325983,318.35,318.34
3,4096,123970,123962,484.25,484.22
3,16384,34977,34975,546.51,546.48
3,65536,9193,9193,574.56,574.56
