Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,837606,837441,12.78,12.77
1,64,793750,793615,48.44,48.43
1,256,638771,638715,155.94,155.93
1,512,505352,505301,246.75,246.72
1,1024,368394,368369,359.75,359.73
1,4096,144304,144298,563.68,563.66
1,16384,37309,37306,582.95,582.90
1,65536,9398,9397,587.37,587.31
2,16,835819,835525,12.75,12.74
2,64,786766,786684,48.02,48.01
2,256,629021,628955,153.56,153.55
2,512,509314,509283,248.68,248.67
2,1024,345184,345171,337.09,337.08
2,4096,120223,120218,469.62,469.60
2,16384,36675,36672,573.04,573.00
2,65536,9453,9452,590.81,590.75
3,16,836585,836364,12.76,12.76
3,64,785128,784999,47.92,47.91
3,256,615988,615931,150.38,150.37
3,512,513261,513235,250.61,250.60
3,1024,362199,362180,353.70,353.69
3,4096,140065,140058,547.12,547.10
3,16384,37621,37615,587.82,587.73
3,65536,9458,9457,591.12,591.06
