Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,586561,586377,8.95,8.94
1,64,512211,512125,31.26,31.25
1,256,403401,403351,98.48,98.47
1,512,315964,315922,154.27,154.25
1,1024,226981,226955,221.66,221.63
1,4096,77783,77777,303.83,303.81
1,16384,23187,23184,362.29,362.25
1,65536,6204,6204,387.75,387.75
2,16,573954,573698,8.75,8.75
2,64,517668,517547,31.59,31.58
2,256,408457,408405,99.72,99.70
2,512,330308,330280,161.28,161.26
2,1024,221039,221016,215.85,215.83
2,4096,79622,79615,311.02,310.99
2,16384,20753,20752,324.26,324.25
2,65536,6552,6551,409.50,409.43
3,16,569157,568972,8.68,8.68
3,64,521366,521274,31.82,31.81
3,256,406278,406243,99.18,99.18
3,512,329585,329558,160.93,160.91
3,1024,225509,225473,220.22,220.18
3,4096,78443,78436,306.41,306.39
3,16384,24408,24406,381.37,381.34
3,65536,4133,3796,258.31,237.25
