Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,714200,714198,10.89,10.89
1,64,699925,699892,42.72,42.71
1,256,616149,616118,150.42,150.41
1,512,464641,464607,226.87,226.85
1,1024,322414,322395,314.85,314.83
1,4096,102048,102044,398.62,398.60
1,16384,24929,24928,389.51,389.50
1,65536,8272,8272,517.00,517.00
2,16,688473,688468,10.50,10.50
2,64,672428,672426,41.04,41.04
2,256,609509,609330,148.80,148.76
2,512,457218,457174,223.25,223.22
2,1024,322742,322729,315.17,315.16
2,4096,104924,104920,409.85,409.84
2,16384,26497,26496,414.01,414.00
2,65536,8533,8533,533.31,533.31
3,16,722550,722548,11.02,11.02
3,64,676881,676878,41.31,41.31
3,256,623886,623883,152.31,152.31
3,512,461300,461097,225.24,225.14
3,1024,321390,321373,313.85,313.84
3,4096,101498,101494,396.47,396.46
3,16384,25964,25963,405.68,405.67
3,65536,8921,8921,557.56,557.56
