Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,993803,993627,15.16,15.16
1,64,936070,935969,57.13,57.12
1,256,762993,762902,186.27,186.25
1,512,629840,629798,307.53,307.51
1,1024,398688,398665,389.34,389.32
1,4096,100096,100089,391.00,390.97
1,16384,25160,25157,393.12,393.07
1,65536,6299,6298,393.68,393.62
2,16,1000531,1000296,15.26,15.26
2,64,941571,941366,57.46,57.45
2,256,760035,759993,185.55,185.54
2,512,626207,626179,305.76,305.75
2,1024,398892,398865,389.54,389.51
2,4096,100103,100094,391.02,390.99
2,16384,25160,25157,393.12,393.07
2,65536,6299,6298,393.68,393.62
3,16,997498,997282,15.22,15.21
3,64,931347,931199,56.84,56.83
3,256,756016,755942,184.57,184.55
3,512,626556,626489,305.93,305.90
3,1024,398733,398701,389.38,389.35
3,4096,100086,100080,390.96,390.93
3,16384,25158,25156,393.09,393.06
3,65536,6299,6298,393.68,393.62
