Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,742300,742295,11.32,11.32
1,64,712694,712593,43.49,43.49
1,256,247243,247159,60.36,60.34
1,512,128165,127954,62.58,62.47
1,1024,65852,65830,64.30,64.28
1,4096,16806,16800,65.64,65.62
1,16384,4224,4223,66.00,65.98
1,65536,1056,1056,66.00,66.00
2,16,736355,736042,11.23,11.23
2,64,721661,721423,44.04,44.03
2,256,246896,246634,60.27,60.21
2,512,128058,128019,62.52,62.50
2,1024,65848,65829,64.30,64.28
2,4096,16806,16801,65.64,65.62
2,16384,4224,4223,66.00,65.98
2,65536,1056,1056,66.00,66.00
3,16,725993,725865,11.07,11.07
3,64,709008,708771,43.27,43.25
3,256,247029,246758,60.30,60.24
3,512,128146,128034,62.57,62.51
3,1024,65864,65795,64.32,64.25
3,4096,16806,16801,65.64,65.62
3,16384,4225,4223,66.01,65.98
3,65536,1056,1056,66.00,66.00
