Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,810914,810725,12.37,12.37
1,64,755065,754981,46.08,46.08
1,256,601756,601706,146.91,146.90
1,512,468302,468268,228.66,228.64
1,1024,319430,319413,311.94,311.92
1,4096,116179,116174,453.82,453.80
1,16384,33517,33515,523.70,523.67
2,16,808592,808455,12.33,12.33
2,64,755246,755164,46.09,46.09
2,256,592416,592376,144.63,144.62
2,512,466589,466548,227.82,227.80
2,1024,314856,314837,307.47,307.45
2,4096,119817,119812,468.03,468.01
2,16384,33782,33780,527.84,527.81
3,16,814770,814560,12.43,12.42
3,64,755997,755922,46.14,46.13
3,256,599266,599215,146.30,146.29
3,512,466233,466190,227.65,227.63
3,1024,321065,321041,313.54,313.51
3,4096,121499,121492,474.60,474.57
3,16384,10087,4713,157.60,73.64
