Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,814126,813862,12.42,12.41
1,64,750534,750415,45.80,45.80
1,256,607121,607062,148.22,148.20
1,512,463941,463913,226.53,226.52
1,1024,327933,327913,320.24,320.22
1,4096,122253,122249,477.55,477.53
1,16384,32704,32702,511.00,510.96
1,65536,9323,9322,582.68,582.62
2,16,811919,811716,12.38,12.38
2,64,761964,761861,46.50,46.50
2,256,621204,621158,151.66,151.64
2,512,479909,479878,234.33,234.31
2,1024,343679,343661,335.62,335.60
2,4096,125073,125067,488.56,488.54
2,16384,38710,38708,604.84,604.81
2,65536,10048,10047,628.00,627.93
3,16,820808,820603,12.52,12.52
3,64,765216,765079,46.70,46.69
3,256,605286,605248,147.77,147.76
3,512,425773,425732,207.89,207.87
3,1024,283154,283140,276.51,276.50
3,4096,117234,117230,457.94,457.92
3,16384,36529,36527,570.76,570.73
3,65536,10614,10614,663.37,663.37
