Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,566688,566533,8.64,8.64
1,64,507381,507230,30.96,30.95
1,256,402742,402671,98.32,98.30
1,512,329815,329767,161.04,161.01
1,1024,219954,219936,214.79,214.78
1,4096,76907,76899,300.41,300.38
1,16384,20337,20335,317.76,317.73
1,65536,6471,6471,404.43,404.43
2,16,566330,566210,8.64,8.63
2,64,529940,529813,32.34,32.33
2,256,422844,422787,103.23,103.21
2,512,313663,313614,153.15,153.13
2,1024,228921,228892,223.55,223.52
2,4096,73031,73025,285.27,285.25
2,16384,23100,23098,360.93,360.90
2,65536,6560,6560,410.00,410.00
3,16,569997,569781,8.69,8.69
3,64,508644,508525,31.04,31.03
3,256,443324,443265,108.23,108.21
3,512,316795,316754,154.68,154.66
3,1024,208867,208846,203.97,203.95
3,4096,75971,75963,296.76,296.73
3,16384,21494,21491,335.84,335.79
3,65536,6323,6322,395.18,395.12
