Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,970172,969984,14.80,14.80
1,64,912373,912283,55.68,55.68
1,256,730043,729962,178.23,178.21
1,512,563964,563909,275.37,275.34
1,1024,399430,399409,390.06,390.04
1,4096,151583,151577,592.12,592.09
1,16384,44647,44645,697.60,697.57
1,65536,12591,12590,786.93,786.87
2,16,966288,966077,14.74,14.74
2,64,918655,918507,56.07,56.06
2,256,712648,712598,173.98,173.97
2,512,572048,572012,279.32,279.30
2,1024,416859,416833,407.08,407.06
2,4096,147704,147698,576.96,576.94
2,16384,45103,45101,704.73,704.70
2,65536,11563,11562,722.68,722.62
3,16,952973,952761,14.54,14.53
3,64,901364,901185,55.01,55.00
3,256,721229,721148,176.08,176.06
3,512,561681,561640,274.25,274.23
3,1024,399986,399966,390.61,390.59
3,4096,158451,158443,618.94,618.91
3,16384,40113,40110,626.76,626.71
3,65536,6367,6366,397.93,397.87
