Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,271622,135832,4.14,2.07
1,64,231958,116017,14.15,7.08
1,256,257642,128810,62.90,31.44
1,512,207972,103970,101.54,50.76
1,1024,272128,136020,265.75,132.83
2,16,297466,148753,4.53,2.26
2,64,284112,141988,17.34,8.66
2,256,296618,148520,72.41,36.25
2,512,256514,128245,125.25,62.61
2,1024,217758,109000,212.65,106.44
3,16,288890,144474,4.40,2.20
3,64,265094,132289,16.18,8.07
3,256,259870,129881,63.44,31.70
3,512,198200,98695,96.77,48.19
3,1024,270722,134924,264.37,131.76
