Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,354006,176813,5.40,2.69
1,64,347800,173948,21.22,10.61
1,256,327428,163646,79.93,39.95
1,512,337784,168778,164.93,82.41
1,1024,333134,166573,325.32,162.66
2,16,344772,172360,5.26,2.63
2,64,317706,158868,19.39,9.69
2,256,338700,169352,82.69,41.34
2,512,331160,165413,161.69,80.76
2,1024,327324,163820,319.65,159.98
3,16,340800,170411,5.20,2.60
3,64,356496,178034,21.75,10.86
3,256,331008,165508,80.81,40.40
3,512,312286,156398,152.48,76.36
3,1024,332018,166142,324.23,162.24
