Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,349758,174757,5.33,2.66
1,64,337424,169024,20.59,10.31
1,256,288526,144210,70.44,35.20
1,512,328089,164053,160.19,80.10
1,1024,318982,159481,311.50,155.74
2,16,335436,167888,5.11,2.56
2,64,327336,163753,19.97,9.99
2,256,320362,160072,78.21,39.08
2,512,319676,159900,156.09,78.07
2,1024,320175,159998,312.67,156.24
3,16,332262,169697,5.06,2.58
3,64,342158,171116,20.88,10.44
3,256,331656,165950,80.97,40.51
3,512,331920,165900,162.07,81.00
3,1024,320036,160013,312.53,156.26
