Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,360236,225084,5.49,3.43
1,64,346940,177114,21.17,10.81
1,256,320836,160868,78.32,39.27
1,512,348538,177593,170.18,86.71
1,1024,278930,139729,272.39,136.45
2,16,338408,169242,5.16,2.58
2,64,345592,202857,21.09,12.38
2,256,334102,165611,81.56,40.43
2,512,346114,175982,169.00,85.92
2,1024,285048,140013,278.36,136.73
3,16,337616,173046,5.15,2.64
3,64,345870,180861,21.11,11.03
3,256,331242,173850,80.86,42.44
3,512,346848,177608,169.35,86.72
3,1024,289418,144485,282.63,141.09
