Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,339162,260166,5.17,3.96
1,64,363360,241649,22.17,14.74
1,256,345480,183350,84.34,44.76
1,512,336226,166965,164.17,81.52
1,1024,287598,145530,280.85,142.11
2,16,342342,236978,5.22,3.61
2,64,323388,161614,19.73,9.86
2,256,337584,169446,82.41,41.36
2,512,344214,169038,168.07,82.53
2,1024,274634,135497,268.19,132.32
3,16,339064,226164,5.17,3.45
3,64,351748,191183,21.46,11.66
3,256,337674,171564,82.43,41.88
3,512,306666,156258,149.73,76.29
3,1024,292166,145530,285.31,142.11
