Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,215144,107628,3.28,1.64
1,64,254330,127179,15.52,7.76
1,256,295070,147460,72.03,36.00
1,512,174870,87267,85.38,42.61
1,1024,260793,130605,254.68,127.54
2,16,253012,126339,3.86,1.92
2,64,278640,139442,17.00,8.51
2,256,271614,135979,66.31,33.19
2,512,252176,126707,123.13,61.86
2,1024,165094,82563,161.22,80.62
3,16,221852,111095,3.38,1.69
3,64,169758,84876,10.36,5.18
3,256,173056,86528,42.25,21.12
3,512,194190,97170,94.81,47.44
3,1024,251034,125788,245.15,122.83
