Run,Size,RateLimit,Min,Median,P75,P95,P99,PubRate,PubBW,ConBW
1,16,10,0.08,0.15,0.16,0.17,0.21,10,0.00,0.00
1,16,100,0.12,0.29,0.30,0.31,0.32,100,0.00,0.00
1,16,1000,0.04,0.08,0.13,0.23,0.33,1000,0.01,0.01
1,16,5000,0.04,0.12,0.15,0.19,0.21,4999,0.07,0.07
1,16,10000,0.04,0.14,0.20,0.32,0.33,9994,0.15,0.15
1,16,50000,0.06,0.29,0.30,0.32,0.43,49865,0.76,0.76
1,16,100000,0.06,0.30,0.43,0.50,0.57,99492,1.51,1.51
1,16,250000,0.15,0.47,0.56,0.60,5.03,246650,3.76,3.76
1,16,500000,0.14,0.77,0.87,1.81,21.62,486588,7.42,7.42
2,16,10,0.06,0.09,0.09,0.10,0.11,10,0.00,0.00
2,16,100,0.04,0.05,0.05,0.06,0.06,100,0.00,0.00
2,16,1000,0.04,0.08,0.08,0.34,0.34,1000,0.01,0.01
2,16,5000,0.04,0.08,0.12,0.17,0.18,4999,0.07,0.07
2,16,10000,0.04,0.19,0.30,0.31,0.32,9995,0.15,0.15
2,16,50000,0.06,0.19,0.27,0.40,0.43,49875,0.76,0.76
2,16,100000,0.09,0.28,0.32,0.45,0.53,99488,1.51,1.51
2,16,250000,0.17,0.55,0.68,0.82,5.08,246752,3.76,3.76
2,16,500000,0.19,0.82,0.96,1.67,21.14,486846,7.42,7.42
3,16,10,0.18,0.20,0.31,0.32,0.32,10,0.00,0.00
3,16,100,0.09,0.28,0.28,0.28,0.28,100,0.00,0.00
3,16,1000,0.04,0.05,0.08,0.11,0.15,1000,0.01,0.01
3,16,5000,0.04,0.18,0.30,0.31,0.32,4999,0.07,0.07
3,16,10000,0.04,0.31,0.32,0.35,0.41,9995,0.15,0.15
3,16,50000,0.05,0.39,0.40,0.41,0.47,49867,0.76,0.76
3,16,100000,0.12,0.55,0.56,0.57,0.81,99460,1.51,1.51
3,16,250000,0.09,0.56,0.59,0.61,5.54,246646,3.76,3.76
3,16,500000,0.15,0.82,0.96,1.77,21.32,486895,7.42,7.42
1,64,10,0.11,0.12,0.14,0.19,0.19,10,0.00,0.00
1,64,100,0.04,0.07,0.30,0.31,0.31,100,0.00,0.00
1,64,1000,0.04,0.11,0.12,0.30,0.31,1000,0.06,0.06
1,64,5000,0.04,0.14,0.20,0.34,0.40,4998,0.30,0.30
1,64,10000,0.04,0.12,0.13,0.16,0.18,9995,0.61,0.61
1,64,50000,0.06,0.18,0.20,0.26,0.35,49874,3.04,3.04
1,64,100000,0.12,0.30,0.43,0.45,0.58,99468,6.07,6.07
1,64,250000,0.10,0.45,0.54,0.61,4.67,246694,15.05,15.05
1,64,500000,0.14,0.72,0.82,2.50,22.45,486342,29.68,29.68
2,64,10,0.14,0.28,0.28,0.29,0.29,10,0.00,0.00
2,64,100,0.05,0.08,0.09,0.14,0.15,100,0.00,0.00
2,64,1000,0.04,0.17,0.30,0.31,0.31,1000,0.06,0.06
2,64,5000,0.04,0.12,0.18,0.18,0.19,4998,0.30,0.30
2,64,10000,0.04,0.13,0.14,0.21,0.34,9995,0.61,0.61
2,64,50000,0.07,0.28,0.40,0.41,0.46,49867,3.04,3.04
2,64,100000,0.08,0.27,0.33,0.51,0.57,99495,6.07,6.07
2,64,250000,0.14,0.50,0.57,0.66,5.28,246685,15.05,15.05
2,64,500000,0.16,0.90,1.03,2.42,21.71,486660,29.70,29.70
3,64,10,0.14,0.15,0.28,0.28,0.28,10,0.00,0.00
3,64,100,0.14,0.27,0.28,0.28,0.28,100,0.00,0.00
3,64,1000,0.04,0.11,0.12,0.30,0.31,1000,0.06,0.06
3,64,5000,0.04,0.17,0.24,0.30,0.31,4999,0.30,0.30
3,64,10000,0.04,0.13,0.14,0.19,0.20,9994,0.60,0.60
3,64,50000,0.06,0.18,0.20,0.30,0.35,49872,3.04,3.04
3,64,100000,0.13,0.30,0.39,0.52,0.57,99486,6.07,6.07
3,64,250000,0.14,0.67,0.78,0.89,4.86,246746,15.06,15.05
3,64,500000,0.12,0.86,0.95,2.39,21.64,486690,29.70,29.70
1,256,10,0.15,0.16,0.28,0.29,0.30,10,0.00,0.00
1,256,100,0.04,0.05,0.05,0.06,0.07,100,0.02,0.02
