Run,Size,RateLimit,Min,Median,P75,P95,P99,PubRate,PubBW,ConBW
1,16,10,0.10,0.16,0.20,0.23,0.25,10,0.00,0.00
1,16,100,0.07,0.08,0.13,0.19,0.20,100,0.00,0.00
1,16,1000,0.06,0.09,0.12,0.13,0.20,1000,0.01,0.01
1,16,5000,0.07,0.14,0.20,0.39,0.39,4999,0.07,0.07
1,16,10000,0.06,0.17,0.17,0.19,0.33,9992,0.15,0.15
1,16,50000,0.07,0.24,0.31,0.36,0.41,49875,0.76,0.76
1,16,100000,0.12,0.36,0.55,0.62,0.65,99475,1.51,1.51
1,16,250000,0.16,0.58,0.62,0.81,5.02,246652,3.76,3.76
1,16,500000,0.15,0.98,1.07,2.88,21.82,486674,7.42,7.42
2,16,10,0.08,0.14,0.14,0.15,0.16,10,0.00,0.00
2,16,100,0.14,0.27,0.28,0.28,0.28,100,0.00,0.00
2,16,1000,0.06,0.08,0.12,0.20,0.21,1000,0.01,0.01
2,16,5000,0.06,0.13,0.19,0.32,0.33,4998,0.07,0.07
2,16,10000,0.07,0.19,0.19,0.26,0.39,9994,0.15,0.15
2,16,50000,0.07,0.26,0.39,0.43,0.45,49874,0.76,0.76
2,16,100000,0.12,0.35,0.37,0.55,0.64,99480,1.51,1.51
2,16,250000,0.08,0.60,0.63,0.82,5.17,246678,3.76,3.76
2,16,500000,0.17,0.96,1.08,3.36,21.82,486762,7.42,7.42
3,16,10,0.27,0.28,0.28,0.28,0.29,10,0.00,0.00
3,16,100,0.12,0.27,0.28,0.28,0.28,100,0.00,0.00
3,16,1000,0.06,0.14,0.32,0.33,0.33,1000,0.01,0.01
3,16,5000,0.06,0.19,0.31,0.33,0.33,4998,0.07,0.07
3,16,10000,0.07,0.19,0.19,0.20,0.22,9995,0.15,0.15
3,16,50000,0.07,0.25,0.30,0.43,0.45,49870,0.76,0.76
3,16,100000,0.12,0.34,0.36,0.41,0.64,99485,1.51,1.51
3,16,250000,0.13,0.61,0.77,0.82,5.24,246712,3.76,3.76
3,16,500000,8.79,14.62,16.16,29.74,50.65,417456,6.36,6.35
1,64,10,0.09,0.10,0.11,0.13,0.14,10,0.00,0.00
1,64,100,0.07,0.14,0.15,0.15,0.28,100,0.00,0.00
1,64,1000,0.06,0.09,0.11,0.12,0.13,1000,0.06,0.06
1,64,5000,0.06,0.31,0.32,0.33,0.34,4999,0.30,0.30
1,64,10000,0.06,0.13,0.14,0.18,0.21,9995,0.61,0.61
