Run,Size,RateLimit,Min,Median,P75,P95,P99,PubRate,PubBW,ConBW
1,16,10,0.16,0.21,0.21,0.23,0.25,10,0.00,0.00
1,16,100,0.10,0.11,0.12,0.14,0.15,100,0.00,0.00
1,16,1000,0.08,0.09,0.12,0.13,0.14,1000,0.01,0.01
1,16,5000,0.07,0.12,0.15,0.20,0.20,4998,0.07,0.07
1,16,10000,0.07,0.16,0.19,0.20,0.21,9993,0.15,0.15
1,16,50000,0.07,0.17,0.19,0.38,0.49,49801,0.75,0.75
1,16,100000,0.08,0.35,0.46,0.80,1.06,99174,1.51,1.51
1,16,250000,0.07,0.15,0.53,24.86,69.80,243980,3.72,3.72
1,16,500000,0.08,0.14,0.16,3.99,62.87,227614,3.47,3.47
2,16,10,0.12,0.21,0.22,0.23,0.24,10,0.00,0.00
2,16,100,0.09,0.11,0.13,0.14,0.15,100,0.00,0.00
2,16,1000,0.08,0.10,0.11,0.13,0.14,1000,0.01,0.01
2,16,5000,0.08,0.12,0.13,0.16,0.18,4998,0.07,0.07
2,16,10000,0.07,0.12,0.13,0.16,0.18,9992,0.15,0.15
2,16,50000,0.08,0.17,0.22,0.43,0.51,49805,0.75,0.75
2,16,100000,0.09,0.26,0.35,0.83,1.44,99200,1.51,1.51
2,16,250000,0.07,0.50,0.70,21.10,63.04,245047,3.73,3.73
2,16,500000,0.07,0.19,2.64,32.03,66.18,478408,7.29,7.29
3,16,10,0.12,0.22,0.22,0.24,0.26,10,0.00,0.00
3,16,100,0.10,0.12,0.13,0.14,0.15,100,0.00,0.00
3,16,1000,0.08,0.12,0.13,0.14,0.15,1000,0.01,0.01
3,16,5000,0.08,0.12,0.16,0.20,0.20,4998,0.07,0.07
3,16,10000,0.08,0.16,0.19,0.20,0.22,9992,0.15,0.15
3,16,50000,0.08,0.17,0.19,0.40,0.50,49813,0.76,0.76
3,16,100000,0.08,0.29,0.43,1.14,1.63,99188,1.51,1.51
3,16,250000,0.06,0.51,0.93,19.73,65.94,243822,3.72,3.72
3,16,500000,0.08,0.14,0.16,2.18,30.81,208302,3.17,3.17
1,64,10,0.12,0.21,0.21,0.22,0.23,10,0.00,0.00
1,64,100,0.10,0.12,0.12,0.14,0.16,100,0.00,0.00
1,64,1000,0.08,0.10,0.12,0.13,0.14,1000,0.06,0.06
1,64,5000,0.08,0.15,0.16,0.20,0.20,4998,0.30,0.30
1,64,10000,0.07,0.14,0.15,0.19,0.20,9992,0.60,0.60
1,64,50000,0.09,0.17,0.19,0.23,0.40,49810,3.04,3.04
1,64,100000,0.09,0.28,0.38,0.69,1.08,99198,6.05,6.05
1,64,250000,0.08,0.45,1.35,34.54,71.42,240716,14.69,14.69
1,64,500000,0.09,0.15,0.18,11.76,58.87,240875,14.70,14.70
2,64,10,0.12,0.20,0.20,0.22,0.22,10,0.00,0.00
2,64,100,0.10,0.12,0.13,0.14,0.15,100,0.00,0.00
2,64,1000,0.08,0.10,0.11,0.13,0.14,1000,0.06,0.06
2,64,5000,0.08,0.12,0.14,0.19,0.20,4998,0.30,0.30
2,64,10000,0.08,0.13,0.14,0.18,0.20,9993,0.60,0.60
2,64,50000,0.08,0.17,0.19,0.27,0.44,49812,3.04,3.04
2,64,100000,0.09,0.31,0.44,0.98,1.51,99183,6.05,6.05
2,64,250000,0.08,0.50,0.74,25.21,70.03,245378,14.97,14.97
2,64,500000,0.08,0.80,4.64,25.99,53.41,480446,29.32,29.32
3,64,10,0.13,0.21,0.22,0.23,0.23,10,0.00,0.00
3,64,100,0.09,0.12,0.13,0.14,0.15,100,0.00,0.00
3,64,1000,0.08,0.09,0.10,0.11,0.12,1000,0.06,0.06
3,64,5000,0.07,0.11,0.12,0.14,0.17,4998,0.30,0.30
3,64,10000,0.08,0.12,0.13,0.16,0.20,9993,0.60,0.60
3,64,50000,0.08,0.17,0.21,0.46,0.56,49807,3.03,3.03
3,64,100000,0.10,0.27,0.37,0.73,0.98,99210,6.05,6.05
3,64,250000,0.07,0.13,0.15,3.33,69.59,201203,12.28,12.28
3,64,500000,0.08,4.11,10.22,26.49,40.07,482797,29.46,29.44
1,256,10,0.12,0.22,0.22,0.24,0.27,10,0.00,0.00
1,256,100,0.09,0.13,0.14,0.15,0.16,100,0.02,0.02
1,256,1000,0.08,0.10,0.13,0.14,0.17,1000,0.24,0.24
1,256,5000,0.08,0.13,0.16,0.18,0.21,4998,1.22,1.22
1,256,10000,0.07,0.15,0.16,0.19,0.23,9993,2.43,2.43
1,256,50000,0.09,0.19,0.23,0.41,0.50,49809,12.16,12.16
1,256,100000,0.10,0.38,0.69,1.38,1.61,99226,24.22,24.22
1,256,250000,0.08,0.15,0.18,1.77,37.17,217416,53.08,53.07
2,256,10,0.13,0.21,0.22,0.23,0.25,10,0.00,0.00
2,256,100,0.09,0.13,0.14,0.15,0.16,100,0.02,0.02
2,256,1000,0.08,0.10,0.12,0.14,0.17,1000,0.24,0.24
2,256,5000,0.07,0.12,0.13,0.17,0.20,4998,1.22,1.22
2,256,10000,0.07,0.15,0.17,0.19,0.22,9993,2.43,2.43
2,256,50000,0.09,0.18,0.21,0.32,0.50,49811,12.16,12.16
2,256,100000,0.08,0.28,0.35,1.20,1.71,99254,24.23,24.23
2,256,250000,0.08,0.17,0.62,14.08,47.96,240472,58.70,58.70
3,256,10,0.13,0.21,0.22,0.24,0.29,10,0.00,0.00
3,256,100,0.10,0.12,0.13,0.14,0.16,100,0.02,0.02
3,256,1000,0.08,0.12,0.12,0.17,0.18,1000,0.24,0.24
3,256,5000,0.08,0.12,0.14,0.16,0.19,4998,1.22,1.22
3,256,10000,0.08,0.15,0.18,0.19,0.22,9993,2.43,2.43
3,256,50000,0.09,0.19,0.23,0.46,0.57,49811,12.16,12.16
3,256,100000,0.09,0.34,0.48,0.88,1.42,99196,24.21,24.21
3,256,250000,0.09,0.16,0.18,7.73,44.91,233682,57.05,57.05
1,512,10,0.13,0.22,0.22,0.24,0.26,10,0.00,0.00
1,512,100,0.09,0.13,0.15,0.17,0.18,100,0.04,0.04
1,512,1000,0.08,0.12,0.13,0.13,0.16,1000,0.48,0.48
1,512,5000,0.08,0.12,0.13,0.17,0.21,4998,2.44,2.44
1,512,10000,0.08,0.15,0.18,0.20,0.34,9993,4.87,4.87
1,512,50000,0.10,0.20,0.25,0.49,0.67,49805,24.31,24.31
1,512,100000,0.09,0.40,0.56,1.42,1.76,99200,48.43,48.43
2,512,10,0.16,0.21,0.22,0.23,0.26,10,0.00,0.00
2,512,100,0.10,0.12,0.13,0.14,0.17,100,0.04,0.04
2,512,1000,0.08,0.10,0.10,0.11,0.16,1000,0.48,0.48
2,512,5000,0.08,0.12,0.15,0.19,0.21,4998,2.44,2.44
2,512,10000,0.08,0.15,0.18,0.20,0.35,9993,4.87,4.87
2,512,50000,0.08,0.20,0.23,0.41,0.65,49813,24.32,24.32
2,512,100000,0.09,0.34,0.42,1.26,1.67,99192,48.43,48.43
3,512,10,0.13,0.22,0.22,0.24,0.26,10,0.00,0.00
3,512,100,0.09,0.11,0.12,0.14,0.16,100,0.04,0.04
3,512,1000,0.08,0.12,0.12,0.13,0.17,1000,0.48,0.48
3,512,5000,0.08,0.12,0.15,0.20,0.22,4998,2.44,2.44
3,512,10000,0.08,0.16,0.18,0.21,0.36,9993,4.87,4.87
3,512,50000,0.09,0.21,0.25,0.47,0.61,49806,24.31,24.31
3,512,100000,0.09,0.36,0.49,0.88,1.43,99190,48.43,48.43
1,1024,10,0.14,0.21,0.22,0.23,0.27,10,0.00,0.00
1,1024,100,0.09,0.12,0.13,0.14,0.17,100,0.09,0.09
1,1024,1000,0.08,0.12,0.16,0.17,0.19,1000,0.97,0.97
1,1024,5000,0.08,0.16,0.17,0.20,0.33,4998,4.88,4.88
1,1024,10000,0.08,0.15,0.17,0.22,0.35,9993,9.75,9.75
1,1024,50000,0.09,0.25,0.29,0.49,1.09,49806,48.63,48.63
2,1024,10,0.14,0.21,0.22,0.23,0.27,10,0.00,0.00
2,1024,100,0.10,0.13,0.14,0.15,0.19,100,0.09,0.09
2,1024,1000,0.08,0.12,0.12,0.16,0.18,1000,0.97,0.97
2,1024,5000,0.08,0.13,0.16,0.19,0.31,4998,4.88,4.88
2,1024,10000,0.08,0.17,0.19,0.24,0.38,9993,9.75,9.75
2,1024,50000,0.09,0.23,0.27,0.43,1.09,49808,48.64,48.64
3,1024,10,0.12,0.20,0.22,0.23,0.28,10,0.00,0.00
3,1024,100,0.10,0.13,0.14,0.15,0.18,100,0.09,0.09
3,1024,1000,0.08,0.10,0.12,0.14,0.17,1000,0.97,0.97
3,1024,5000,0.08,0.14,0.16,0.19,0.30,4998,4.88,4.88
3,1024,10000,0.07,0.16,0.18,0.22,0.36,9993,9.75,9.75
3,1024,50000,0.09,0.27,0.33,0.54,1.11,49800,48.63,48.63
1,4096,10,0.16,0.23,0.23,0.26,0.30,10,0.03,0.03
1,4096,100,0.10,0.14,0.15,0.18,0.21,100,0.39,0.39
