Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,563835,563645,8.60,8.60
1,64,498320,498204,30.41,30.40
2,16,548233,548099,8.36,8.36
2,64,506024,505910,30.88,30.87
3,16,571776,571620,8.72,8.72
3,64,504437,504316,30.78,30.78
