Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,974807,974574,14.87,14.87
1,64,899179,899037,54.88,54.87
2,16,952452,952235,14.53,14.52
2,64,896448,896329,54.71,54.70
3,16,963360,962983,14.69,14.69
3,64,914745,914605,55.83,55.82
