Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,360652,180491,5.50,2.75
1,64,332746,166426,20.30,10.15
1,256,322948,161472,78.84,39.42
1,512,312007,148634,152.34,72.57
1,1024,315162,157566,307.77,153.87
2,16,345938,172956,5.27,2.63
2,64,334332,167497,20.40,10.22
2,256,315476,157727,77.02,38.50
2,512,328278,163815,160.29,79.98
2,1024,330550,165142,322.80,161.27
3,16,339490,169371,5.18,2.58
3,64,305357,142699,18.63,8.70
3,256,336772,168425,82.21,41.11
3,512,332964,166619,162.58,81.35
3,1024,323264,161563,315.68,157.77
