Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,349844,175585,5.33,2.67
1,64,346864,173166,21.17,10.56
1,256,343478,172222,83.85,42.04
1,512,335402,165259,163.77,80.69
1,1024,298756,149252,291.75,145.75
2,16,347222,173563,5.29,2.64
2,64,320724,160730,19.57,9.81
2,256,346258,174277,84.53,42.54
2,512,337655,167869,164.87,81.96
2,1024,300984,150318,293.92,146.79
3,16,340918,171338,5.20,2.61
3,64,348390,210858,21.26,12.86
3,256,337973,168941,82.51,41.24
3,512,340466,170924,166.24,83.45
3,1024,271724,136087,265.35,132.89
