Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,358258,179096,5.46,2.73
1,64,342786,171447,20.92,10.46
1,256,334930,167435,81.77,40.87
1,512,335218,167593,163.68,81.83
1,1024,324360,162126,316.75,158.32
2,16,346954,173480,5.29,2.64
2,64,344796,172389,21.04,10.52
2,256,341824,170904,83.45,41.72
2,512,339214,169592,165.63,82.80
2,1024,330546,165298,322.79,161.42
3,16,354022,176962,5.40,2.70
3,64,331332,165188,20.22,10.08
3,256,330020,165000,80.57,40.28
3,512,341980,171004,166.98,83.49
3,1024,327218,163615,319.54,159.78
