Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,285760,142809,4.36,2.17
1,64,216870,108389,13.23,6.61
1,256,269024,134055,65.67,32.72
1,512,189142,94581,92.35,46.18
1,1024,301030,150517,293.97,146.98
2,16,307880,153939,4.69,2.34
2,64,306084,153138,18.68,9.34
2,256,267182,133595,65.22,32.61
2,512,264098,132065,128.95,64.48
2,1024,264992,132724,258.78,129.61
3,16,213412,107178,3.25,1.63
3,64,271426,135615,16.56,8.27
3,256,183804,91830,44.87,22.41
3,512,279690,141712,136.56,69.19
3,1024,186150,93103,181.78,90.92
