Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,293994,147381,4.48,2.24
1,64,237624,118566,14.50,7.23
1,256,259712,130059,63.40,31.75
1,512,290510,145218,141.85,70.90
1,1024,215116,107674,210.07,105.15
2,16,262710,131355,4.00,2.00
2,64,250314,125158,15.27,7.63
2,256,255310,127646,62.33,31.16
2,512,210272,105261,102.67,51.39
2,1024,288004,144948,281.25,141.55
3,16,203760,101755,3.10,1.55
3,64,220418,110440,13.45,6.74
3,256,196224,98241,47.90,23.98
3,512,264184,132098,128.99,64.50
3,1024,215368,107578,210.32,105.05
