Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,353110,176580,5.38,2.69
1,64,341980,171043,20.87,10.43
1,256,325488,162742,79.46,39.73
1,512,328998,164535,160.64,80.33
1,1024,312528,156239,305.20,152.57
2,16,291740,145866,4.45,2.22
2,64,338066,168954,20.63,10.31
2,256,326480,163279,79.70,39.86
2,512,314410,157070,153.52,76.69
2,1024,319122,159589,311.64,155.84
3,16,348122,174008,5.31,2.65
3,64,343426,172159,20.96,10.50
3,256,325782,163066,79.53,39.81
3,512,332052,166121,162.13,81.11
3,1024,336566,168960,328.67,165.00
