Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,355506,186437,5.42,2.84
1,64,342432,182118,20.90,11.11
1,256,346090,180039,84.49,43.95
1,512,348794,174209,170.30,85.06
1,1024,260872,130023,254.75,126.97
2,16,355366,177666,5.42,2.71
2,64,351940,205361,21.48,12.53
2,256,332788,166597,81.24,40.67
2,512,347946,174262,169.89,85.08
2,1024,278858,138222,272.32,134.98
3,16,344304,173049,5.25,2.64
3,64,306100,155935,18.68,9.51
3,256,351610,178959,85.84,43.69
3,512,335906,166266,164.01,81.18
3,1024,312764,155106,305.43,151.47
