Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,288598,144415,4.40,2.20
1,64,349620,174724,21.33,10.66
1,256,340456,170234,83.11,41.56
1,512,314806,156190,153.71,76.26
1,1024,282368,141180,275.75,137.87
2,16,323740,161896,4.93,2.47
2,64,357474,178759,21.81,10.91
2,256,349248,174387,85.26,42.57
2,512,319024,157278,155.77,76.79
2,1024,326272,162764,318.62,158.94
3,16,363040,181997,5.53,2.77
3,64,347240,173583,21.19,10.59
3,256,342104,171950,83.52,41.97
3,512,339684,169240,165.86,82.63
3,1024,279394,139986,272.84,136.70
