Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,706332,706324,10.77,10.77
1,64,688824,688457,42.04,42.02
1,256,247028,246922,60.30,60.28
1,512,128080,128107,62.53,62.55
1,1024,65772,65735,64.23,64.19
1,4096,16804,16829,65.64,65.73
1,16384,4224,4229,66.00,66.07
1,65536,1056,1057,66.00,66.06
2,16,680924,680921,10.39,10.39
2,64,697204,697000,42.55,42.54
2,256,247216,246931,60.35,60.28
2,512,128094,128142,62.54,62.56
2,1024,65747,65726,64.20,64.18
2,4096,16807,16819,65.65,65.69
2,16384,4224,4229,66.00,66.07
2,65536,1056,1057,66.00,66.06
3,16,701677,701174,10.70,10.69
3,64,684533,683930,41.78,41.74
3,256,247065,246995,60.31,60.30
3,512,128090,128057,62.54,62.52
3,1024,65759,65737,64.21,64.19
3,4096,16805,16820,65.64,65.70
3,16384,4225,4227,66.01,66.04
3,65536,1056,1058,66.00,66.12
