Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,684459,684456,10.44,10.44
1,64,669397,669393,40.85,40.85
1,256,577342,577339,140.95,140.95
1,512,506549,506546,247.33,247.33
1,1024,418912,366726,409.09,358.13
1,4096,100056,100038,390.84,390.77
1,16384,25160,25155,393.12,393.04
1,65536,6298,6298,393.62,393.62
2,16,685612,685607,10.46,10.46
2,64,665320,665317,40.60,40.60
2,256,597698,597695,145.92,145.92
2,512,506228,506207,247.18,247.17
2,1024,379753,379009,370.85,370.12
2,4096,100930,100915,394.25,394.19
2,16384,25160,25156,393.12,393.06
2,65536,6299,6298,393.68,393.62
3,16,705777,705521,10.76,10.76
3,64,664213,664210,40.54,40.54
3,256,604973,604944,147.69,147.69
3,512,546264,545691,266.73,266.45
3,1024,423675,357772,413.74,349.38
3,4096,100076,100066,390.92,390.88
3,16384,25160,25158,393.12,393.09
3,65536,6300,6299,393.75,393.68
