Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,953833,953533,14.55,14.54
1,64,891494,891388,54.41,54.40
1,256,735820,735747,179.64,179.62
1,512,608387,608335,297.06,297.03
1,1024,398836,398814,389.48,389.46
1,4096,100088,100081,390.96,390.94
1,16384,25155,25153,393.04,393.01
1,65536,6299,6298,393.68,393.62
2,16,950484,950237,14.50,14.49
2,64,893578,893422,54.53,54.53
2,256,728294,728213,177.80,177.78
2,512,605610,605577,295.70,295.69
2,1024,398597,398540,389.25,389.19
2,4096,100089,100079,390.97,390.93
2,16384,25156,25153,393.06,393.01
2,65536,6298,6297,393.62,393.56
3,16,951610,951418,14.52,14.51
3,64,895762,895616,54.67,54.66
3,256,730115,730053,178.25,178.23
3,512,623122,623057,304.25,304.22
3,1024,398988,398949,389.63,389.59
3,4096,100084,100073,390.95,390.91
3,16384,25154,25153,393.03,393.01
3,65536,6299,6298,393.68,393.62
