Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,588361,588073,8.97,8.97
1,64,500081,499940,30.52,30.51
1,256,384292,384247,93.82,93.81
1,512,310393,310365,151.55,151.54
1,1024,216265,216243,211.19,211.17
1,4096,80311,80303,313.71,313.68
1,16384,22205,22203,346.95,346.92
1,65536,5515,5515,344.68,344.68
2,16,547489,547325,8.35,8.35
2,64,495905,495778,30.26,30.25
2,256,387388,387311,94.57,94.55
2,512,291951,291917,142.55,142.53
2,1024,245279,245257,239.53,239.50
2,4096,81995,81991,320.29,320.27
2,16384,19837,19835,309.95,309.92
2,65536,6865,6864,429.06,429.00
3,16,555425,555292,8.47,8.47
3,64,549901,549758,33.56,33.55
3,256,415720,415673,101.49,101.48
3,512,301128,301087,147.03,147.01
3,1024,203485,203468,198.71,198.69
3,4096,92262,92258,360.39,360.38
3,16384,28456,28426,444.62,444.15
3,65536,1886,242,117.87,15.12
