Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,773451,773267,11.80,11.79
1,64,719885,719760,43.93,43.93
1,256,532133,532089,129.91,129.90
1,512,446564,446534,218.04,218.03
1,1024,272718,272706,266.32,266.31
1,4096,117322,117314,458.28,458.25
1,16384,32320,32318,505.00,504.96
1,65536,8851,8850,553.18,553.12
2,16,771063,770899,11.76,11.76
2,64,718607,718523,43.86,43.85
2,256,569835,569790,139.11,139.10
2,512,434265,434241,212.04,212.03
2,1024,298329,298313,291.33,291.32
2,4096,100716,100710,393.42,393.39
2,16384,32161,32160,502.51,502.50
2,65536,8271,8270,516.93,516.87
3,16,772516,772398,11.78,11.78
3,64,719730,719650,43.92,43.92
3,256,551876,551848,134.73,134.72
3,512,444164,444127,216.87,216.85
3,1024,296257,264139,289.31,257.94
3,4096,39110,19248,152.77,75.18
3,16384,4508,4141,70.43,64.70
3,65536,983,984,61.43,61.50
