Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,803497,803374,12.26,12.25
1,64,755377,755280,46.10,46.09
1,256,621361,621307,151.69,151.68
1,512,502076,502041,245.15,245.13
1,1024,345000,344981,336.91,336.89
1,4096,138986,138975,542.91,542.87
1,16384,37474,37471,585.53,585.48
1,65536,9452,9451,590.75,590.68
2,16,802848,802660,12.25,12.24
2,64,754974,754879,46.07,46.07
2,256,630505,630443,153.93,153.91
2,512,500621,500587,244.44,244.42
2,1024,364588,364567,356.04,356.02
2,4096,133482,133477,521.41,521.39
2,16384,37682,37680,588.78,588.75
2,65536,9452,9451,590.75,590.68
3,16,800385,800214,12.21,12.21
3,64,752420,752303,45.92,45.91
3,256,603278,603216,147.28,147.26
3,512,497569,497535,242.95,242.93
3,1024,361406,361384,352.93,352.91
3,4096,139664,139653,545.56,545.51
3,16384,37210,37206,581.40,581.34
3,65536,9436,9435,589.75,589.68
