Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,802243,802079,12.24,12.23
1,64,760521,760424,46.41,46.41
1,256,607056,607019,148.20,148.19
1,512,451563,451534,220.48,220.47
1,1024,310306,310275,303.03,303.00
1,4096,121737,121729,475.53,475.50
1,16384,32828,32824,512.93,512.87
1,65536,9453,9452,590.81,590.75
2,16,781114,780992,11.91,11.91
2,64,752320,752207,45.91,45.91
2,256,600361,600320,146.57,146.56
2,512,414368,414338,202.32,202.31
2,1024,276824,276802,270.33,270.31
2,4096,114878,114872,448.74,448.71
2,16384,36073,36072,563.64,563.62
2,65536,9189,9188,574.31,574.25
3,16,797492,797341,12.16,12.16
3,64,748448,748326,45.68,45.67
3,256,558077,558046,136.24,136.24
3,512,434857,434836,212.33,212.32
3,1024,331991,331974,324.20,324.19
3,4096,129570,129559,506.13,506.08
3,16384,35195,35193,549.92,549.89
3,65536,9285,9284,580.31,580.25
