Run,Size,RateLimit,Min,Median,P75,P95,P99,PubRate,PubBW,ConBW
1,16,10,0.07,0.16,0.17,0.25,0.25,10,0.00,0.00
1,16,100,0.09,0.24,0.27,0.36,0.37,100,0.00,0.00
1,16,1000,0.24,0.98,1.06,1.15,1.28,1000,0.01,0.01
1,16,5000,2.75,3.33,4.22,4.56,4.70,4999,0.07,0.07
1,16,10000,2.69,6.22,7.69,8.91,9.35,9997,0.15,0.15
1,16,50000,1.69,23.01,27.74,30.65,32.69,49912,0.76,0.76
1,16,100000,1.89,21.85,25.64,31.14,60.31,99638,1.52,1.52
1,16,250000,4.07,25.08,29.55,34.17,47.50,247459,3.77,3.77
1,16,500000,5.10,19.16,22.37,28.03,43.17,489231,7.46,7.46
2,16,10,0.08,0.17,0.21,0.23,0.33,10,0.00,0.00
2,16,100,0.09,0.25,0.27,0.30,0.32,100,0.00,0.00
2,16,1000,0.61,0.95,1.01,1.10,1.16,1000,0.01,0.01
2,16,5000,0.37,3.21,4.12,4.45,4.62,4999,0.07,0.07
2,16,10000,0.28,6.19,7.17,8.47,8.87,9997,0.15,0.15
2,16,50000,0.48,30.78,33.08,41.08,43.66,49921,0.76,0.76
2,16,100000,2.63,32.86,53.19,75.92,81.33,99669,1.52,1.52
2,16,250000,5.12,22.50,26.94,29.50,48.05,247461,3.77,3.77
2,16,500000,1.63,34.51,41.20,47.44,67.89,489883,7.47,7.47
3,16,10,0.08,0.15,0.17,0.27,0.28,10,0.00,0.00
3,16,100,0.09,0.25,0.28,0.35,0.50,100,0.00,0.00
3,16,1000,0.60,1.00,1.09,1.19,1.26,1000,0.01,0.01
3,16,5000,2.72,3.25,4.08,4.43,4.59,4999,0.07,0.07
3,16,10000,2.62,6.31,7.44,8.47,8.86,9997,0.15,0.15
3,16,50000,2.18,19.31,22.23,27.18,34.51,49917,0.76,0.76
3,16,100000,4.36,41.27,46.64,56.60,63.41,99671,1.52,1.52
3,16,250000,2.60,18.02,19.84,25.88,28.18,247418,3.77,3.77
3,16,500000,3.74,19.90,24.60,28.29,39.86,489348,7.46,7.46
1,64,10,0.12,0.19,0.26,0.30,0.31,10,0.00,0.00
1,64,100,0.09,0.41,0.43,0.47,0.53,100,0.00,0.00
1,64,1000,0.62,1.15,1.25,1.41,1.44,1000,0.06,0.06
1,64,5000,2.42,3.44,3.98,4.65,4.84,4998,0.30,0.30
1,64,10000,1.76,6.55,7.28,8.84,9.31,9997,0.61,0.61
1,64,50000,2.06,10.92,13.16,17.87,38.27,49910,3.04,3.04
1,64,100000,2.84,11.91,13.50,15.87,17.18,99604,6.07,6.07
1,64,250000,3.02,13.62,16.43,18.50,47.99,247386,15.09,15.09
1,64,500000,0.35,12.40,14.52,17.41,30.40,488578,29.82,29.82
2,64,10,0.07,0.13,0.15,0.20,0.20,10,0.00,0.00
2,64,100,0.09,0.22,0.25,0.28,0.42,100,0.00,0.00
2,64,1000,0.17,1.00,1.10,1.21,1.33,1000,0.06,0.06
2,64,5000,1.66,3.26,4.17,4.76,4.90,4999,0.30,0.30
2,64,10000,2.04,6.41,7.47,9.09,209.10,9997,0.61,0.61
2,64,50000,3.06,14.42,17.16,20.60,39.89,49907,3.04,3.04
2,64,100000,3.88,13.09,15.44,18.48,58.57,99580,6.07,6.07
2,64,250000,4.38,21.08,29.09,100.17,124.70,247416,15.10,15.10
2,64,500000,1.44,12.78,14.57,21.84,32.07,488468,29.81,29.81
3,64,10,0.08,0.42,0.44,0.46,0.47,10,0.00,0.00
3,64,100,0.08,0.28,0.30,0.36,0.55,100,0.00,0.00
3,64,1000,0.65,1.07,1.17,1.28,1.34,1000,0.06,0.06
3,64,5000,2.24,3.29,3.91,4.42,4.66,4999,0.30,0.30
3,64,10000,1.40,6.53,7.60,9.26,9.79,9997,0.61,0.61
3,64,50000,4.07,11.61,13.01,16.49,38.71,49909,3.04,3.04
3,64,100000,4.07,11.46,13.50,15.05,16.41,99600,6.07,6.07
3,64,250000,2.91,14.14,17.65,19.44,52.87,247388,15.09,15.09
3,64,500000,0.56,10.12,12.38,16.67,33.16,488651,29.82,29.82
1,256,10,0.09,0.17,0.19,0.25,0.25,10,0.00,0.00
1,256,100,0.10,0.39,0.42,0.48,0.68,100,0.02,0.02
1,256,1000,0.72,1.05,1.23,1.35,1.44,1000,0.24,0.24
1,256,5000,1.30,3.67,4.21,5.28,5.72,4999,1.22,1.22
1,256,10000,1.83,4.24,4.80,5.93,7.69,9996,2.44,2.44
1,256,50000,1.68,5.51,6.50,9.06,44.59,49899,12.18,12.18
1,256,100000,1.18,4.74,5.45,6.47,8.20,99551,24.30,24.30
1,256,250000,1.60,6.33,7.29,8.72,15.15,247173,60.34,60.34
2,256,10,0.07,0.21,0.27,0.41,0.42,10,0.00,0.00
2,256,100,0.11,0.30,0.36,0.53,0.73,100,0.02,0.02
2,256,1000,0.30,1.07,1.28,1.43,1.50,1000,0.24,0.24
2,256,5000,0.29,3.83,4.23,5.24,5.56,4999,1.22,1.22
2,256,10000,1.56,5.54,6.53,7.48,7.82,9996,2.44,2.44
2,256,50000,1.61,5.02,5.80,6.76,11.52,49898,12.18,12.18
2,256,100000,1.66,4.91,5.79,7.85,52.29,99557,24.30,24.30
2,256,250000,1.67,6.34,7.16,8.52,15.24,247113,60.33,60.33
3,256,10,0.07,0.18,0.22,0.28,0.28,10,0.00,0.00
3,256,100,0.10,0.32,0.35,0.39,0.42,100,0.02,0.02
3,256,1000,0.74,0.99,1.18,1.29,1.38,1000,0.24,0.24
3,256,5000,0.71,3.72,4.08,5.14,5.56,4999,1.22,1.22
3,256,10000,1.59,5.00,5.76,7.45,8.96,9996,2.44,2.44
3,256,50000,1.79,5.87,6.95,8.00,10.05,49889,12.17,12.17
3,256,100000,1.52,4.95,5.89,6.80,8.47,99571,24.30,24.30
3,256,250000,1.30,4.78,5.59,7.25,14.39,247043,60.31,60.31
1,512,10,0.10,0.20,0.22,0.39,0.46,10,0.00,0.00
1,512,100,0.11,0.34,0.39,0.65,0.71,100,0.04,0.04
1,512,1000,0.65,1.08,1.37,1.71,2.21,1000,0.48,0.48
1,512,5000,0.70,3.86,4.48,5.67,6.99,4999,2.44,2.44
1,512,10000,0.95,4.95,5.70,7.12,8.05,9996,4.88,4.88
1,512,50000,1.06,3.36,3.84,4.49,5.27,49892,24.36,24.36
1,512,100000,1.11,3.68,4.26,5.15,7.40,99551,48.60,48.60
2,512,10,0.10,0.33,0.35,0.43,0.46,10,0.00,0.00
2,512,100,0.11,0.51,0.72,0.75,0.77,100,0.04,0.04
2,512,1000,0.88,1.13,1.35,1.67,2.00,1000,0.48,0.48
2,512,5000,1.51,2.85,3.44,4.46,4.70,4999,2.44,2.44
2,512,10000,0.15,3.38,3.80,4.58,5.05,9996,4.88,4.88
2,512,50000,0.95,3.83,4.39,5.69,19.33,49881,24.35,24.35
2,512,100000,0.84,4.22,4.84,5.79,7.79,99549,48.60,48.60
3,512,10,0.09,0.34,0.34,0.35,0.45,10,0.00,0.00
3,512,100,0.11,0.28,0.31,0.41,0.46,100,0.04,0.04
3,512,1000,0.82,1.15,1.36,1.57,1.96,1000,0.48,0.48
3,512,5000,0.90,3.12,3.64,4.17,4.60,4999,2.44,2.44
3,512,10000,0.84,3.14,3.58,4.26,5.12,9996,4.88,4.88
3,512,50000,0.89,3.39,3.95,4.68,5.58,49891,24.36,24.36
3,512,100000,0.76,4.76,5.51,6.56,8.46,99560,48.61,48.61
1,1024,10,0.20,0.22,0.26,0.34,0.54,10,0.00,0.00
1,1024,100,0.13,0.57,0.68,0.86,1.05,100,0.09,0.09
1,1024,1000,0.64,1.38,1.54,1.98,2.50,1000,0.97,0.97
1,1024,5000,0.52,2.26,2.57,3.03,3.40,4999,4.88,4.88
1,1024,10000,0.52,2.43,2.77,3.50,4.16,9995,9.76,9.76
1,1024,50000,0.49,3.32,3.79,4.67,5.71,49889,48.71,48.71
2,1024,10,0.09,0.19,0.20,0.40,0.41,10,0.00,0.00
2,1024,100,0.14,0.35,0.39,0.54,0.62,100,0.09,0.09
2,1024,1000,0.70,1.31,1.53,1.79,1.96,1000,0.97,0.97
2,1024,5000,0.56,3.96,4.78,6.11,7.35,4998,4.88,4.88
2,1024,10000,0.53,2.89,3.35,6.30,12.41,9995,9.76,9.76
2,1024,50000,0.63,3.00,3.32,4.20,5.18,49876,48.70,48.70
3,1024,10,0.09,0.21,0.24,0.31,0.47,10,0.00,0.00
3,1024,100,0.14,0.34,0.38,0.54,0.63,100,0.09,0.09
3,1024,1000,0.53,1.41,1.63,2.01,2.25,1000,0.97,0.97
3,1024,5000,0.53,2.74,3.34,4.21,4.91,4999,4.88,4.88
3,1024,10000,0.64,2.67,3.14,3.82,4.29,9995,9.76,9.76
3,1024,50000,0.55,2.44,2.78,3.39,4.58,49889,48.71,48.71
1,4096,10,0.10,0.48,0.51,0.52,0.53,10,0.03,0.03
1,4096,100,0.26,0.45,0.54,0.83,1.16,100,0.39,0.39
1,4096,1000,0.25,1.42,1.70,2.17,2.40,1000,3.90,3.90
1,4096,5000,0.23,2.06,2.40,2.84,3.48,4998,19.52,19.52
1,4096,10000,0.17,1.68,1.96,2.63,3.76,9994,39.03,39.03
2,4096,10,0.10,0.30,0.37,0.40,0.53,10,0.03,0.03
2,4096,100,0.24,0.51,0.58,0.74,0.89,100,0.39,0.39
2,4096,1000,0.27,2.24,2.74,3.43,5.38,1000,3.90,3.90
2,4096,5000,0.14,2.68,3.14,5.44,16.19,4998,19.52,19.52
2,4096,10000,0.12,2.48,4.21,15.71,18.10,9996,39.04,39.04
3,4096,10,0.10,0.26,0.32,0.40,0.50,10,0.03,0.03
3,4096,100,0.22,0.42,0.52,0.67,0.77,100,0.39,0.39
3,4096,1000,0.17,2.26,2.65,2.96,3.05,1000,3.90,3.90
3,4096,5000,0.24,2.30,2.73,4.26,10.51,4999,19.52,19.52
3,4096,10000,0.25,2.29,2.85,6.98,19.04,9995,39.04,39.04
1,16384,10,0.24,0.38,0.43,0.61,0.63,10,0.15,0.15
1,16384,100,0.36,1.09,1.28,1.55,1.87,100,1.56,1.56
1,16384,1000,0.20,1.60,1.83,3.17,9.39,1000,15.62,15.62
1,16384,5000,0.22,2.14,2.54,4.66,28.84,4998,78.09,78.09
2,16384,10,0.35,0.60,0.86,0.91,1.13,10,0.15,0.15
2,16384,100,0.28,1.01,1.18,1.42,1.59,100,1.56,1.56
2,16384,1000,0.23,1.42,1.66,2.03,2.31,1000,15.62,15.62
2,16384,5000,0.28,1.71,2.00,3.56,7.20,4999,78.10,78.10
3,16384,10,0.31,0.45,0.63,0.79,0.90,10,0.15,0.15
3,16384,100,0.61,1.16,1.41,1.91,2.32,100,1.56,1.56
3,16384,1000,0.49,3.30,4.00,5.04,6.78,1000,15.62,15.62
3,16384,5000,0.23,1.92,2.18,3.02,4.16,4998,78.09,78.09
1,65536,10,0.29,0.55,0.67,0.84,0.94,10,0.62,0.62
1,65536,100,1.33,3.09,3.46,3.94,4.57,100,6.25,6.25
1,65536,1000,0.83,4.15,5.94,10.02,12.12,1000,62.50,62.50
2,65536,10,0.35,0.70,0.90,1.08,1.19,10,0.62,0.62
2,65536,100,0.59,1.32,1.53,1.87,2.19,100,6.25,6.25
2,65536,1000,0.45,1.61,1.94,4.23,7.65,1000,62.50,62.50
3,65536,10,0.35,0.61,0.70,0.87,1.02,10,0.62,0.62
3,65536,100,0.61,1.90,2.30,3.17,3.74,100,6.25,6.25
3,65536,1000,0.60,2.24,2.60,9.67,13.03,1000,62.50,62.50
