Run,Size,RateLimit,Min,Median,P75,P95,P99,PubRate,PubBW,ConBW
1,16,10,0.32,0.39,0.46,0.49,0.52,10,0.00,0.00
1,16,100,0.41,0.54,0.57,0.64,0.76,100,0.00,0.00
1,16,1000,0.65,1.78,1.83,2.08,2.27,1000,0.01,0.01
1,16,5000,1.25,4.87,5.99,6.92,7.23,4999,0.07,0.07
1,16,10000,1.73,7.41,10.31,11.55,13.60,9997,0.15,0.15
1,16,50000,2.36,20.57,23.52,26.57,28.79,49919,0.76,0.76
1,16,100000,4.43,36.00,42.27,47.87,51.10,99664,1.52,1.52
1,16,250000,1.99,31.51,37.56,41.85,45.24,247580,3.77,3.77
1,16,500000,6.03,21.16,23.37,27.66,36.58,489683,7.47,7.47
2,16,10,0.25,0.35,0.36,0.37,0.39,10,0.00,0.00
2,16,100,0.40,0.56,0.57,0.61,0.73,100,0.00,0.00
2,16,1000,0.83,1.72,1.86,2.03,2.11,1000,0.01,0.01
2,16,5000,2.62,4.96,6.32,6.84,8.38,4999,0.07,0.07
2,16,10000,2.03,7.89,11.16,12.67,15.14,9997,0.15,0.15
2,16,50000,3.34,21.27,24.12,28.61,32.40,49919,0.76,0.76
2,16,100000,1.02,37.46,43.75,50.79,54.33,99646,1.52,1.52
2,16,250000,5.19,25.99,28.02,32.36,38.11,247593,3.77,3.77
2,16,500000,3.32,28.39,30.85,34.89,41.65,489854,7.47,7.47
3,16,10,0.24,0.37,0.40,0.58,0.85,10,0.00,0.00
3,16,100,0.44,0.58,0.59,0.70,9.76,100,0.00,0.00
3,16,1000,0.62,1.52,1.61,1.85,1.91,1000,0.01,0.01
3,16,5000,1.65,4.34,5.68,6.26,6.99,4999,0.07,0.07
3,16,10000,2.17,7.94,11.04,12.86,17.77,9997,0.15,0.15
3,16,50000,3.15,24.15,28.89,32.45,36.76,49919,0.76,0.76
3,16,100000,3.31,34.35,40.15,45.38,48.75,99653,1.52,1.52
3,16,250000,3.43,34.15,39.37,45.43,49.29,247671,3.77,3.77
3,16,500000,5.41,32.63,38.13,41.97,48.76,490156,7.47,7.47
1,64,10,0.27,0.36,0.38,0.43,0.46,10,0.00,0.00
1,64,100,0.31,0.58,0.61,0.70,4.60,100,0.00,0.00
1,64,1000,0.65,1.53,1.59,1.78,1.83,1000,0.06,0.06
1,64,5000,2.51,4.50,6.14,6.95,9.41,4999,0.30,0.30
1,64,10000,2.02,7.55,10.03,12.16,13.57,9997,0.61,0.61
1,64,50000,3.28,14.79,16.37,18.72,21.46,49916,3.04,3.04
1,64,100000,2.96,15.67,16.86,19.20,21.67,99618,6.08,6.08
1,64,250000,3.27,13.55,14.94,18.26,23.05,247467,15.10,15.10
