Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,355648,189986,5.42,2.89
1,64,340196,185008,20.76,11.29
1,256,339866,168666,82.97,41.17
1,512,333786,168529,162.98,82.28
1,1024,317732,159138,310.28,155.40
2,16,317884,158848,4.85,2.42
2,64,326782,163365,19.94,9.97
2,256,339840,178649,82.96,43.61
2,512,338420,169195,165.24,82.61
2,1024,300442,149998,293.40,146.48
3,16,326296,163197,4.97,2.49
3,64,329581,164788,20.11,10.05
3,256,346858,176859,84.68,43.17
3,512,313872,156725,153.25,76.52
3,1024,296094,147494,289.15,144.03
