Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,362614,181242,5.53,2.76
1,64,351420,175728,21.44,10.72
1,256,346746,173358,84.65,42.32
1,512,337802,169033,164.94,82.53
1,1024,336168,168077,328.28,164.13
2,16,329796,164872,5.03,2.51
2,64,320192,160084,19.54,9.77
2,256,332294,166362,81.12,40.61
2,512,330466,165239,161.36,80.68
2,1024,322620,161322,315.05,157.54
3,16,339836,169851,5.18,2.59
3,64,314470,157257,19.19,9.59
3,256,352128,176130,85.96,43.00
3,512,333580,166357,162.88,81.22
3,1024,319362,159627,311.87,155.88
