Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,334200,167152,5.09,2.55
1,64,344766,172114,21.04,10.50
1,256,328172,164079,80.12,40.05
1,512,344454,172228,168.19,84.09
1,1024,332494,166839,324.70,162.92
2,16,343306,171711,5.23,2.62
2,64,338420,168747,20.65,10.29
2,256,352139,174639,85.97,42.63
2,512,323510,161751,157.96,78.97
2,1024,319542,159515,312.05,155.77
3,16,340864,170406,5.20,2.60
3,64,330360,165146,20.16,10.07
3,256,325258,162768,79.40,39.73
3,512,340864,170412,166.43,83.20
3,1024,327726,164488,320.04,160.63
