Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,266512,133273,4.06,2.03
1,64,270224,135010,16.49,8.24
1,256,193968,96864,47.35,23.64
1,512,266840,133627,130.29,65.24
1,1024,253678,126868,247.73,123.89
2,16,254814,127443,3.88,1.94
2,64,265012,132624,16.17,8.09
2,256,255006,127568,62.25,31.14
2,512,264258,132379,129.03,64.63
2,1024,264934,132380,258.72,129.27
3,16,277460,138224,4.23,2.10
3,64,263696,131977,16.09,8.05
3,256,272902,136442,66.62,33.31
3,512,241466,120672,117.90,58.92
3,1024,272610,135912,266.22,132.72
