Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,359244,179672,5.48,2.74
1,64,305340,152672,18.63,9.31
1,256,325440,162649,79.45,39.70
1,512,332822,166508,162.51,81.30
1,1024,332594,166493,324.79,162.59
2,16,336506,168255,5.13,2.56
2,64,340726,170375,20.79,10.39
2,256,315606,157806,77.05,38.52
2,512,317708,158741,155.13,77.51
2,1024,324772,162316,317.16,158.51
3,16,326114,162927,4.97,2.48
3,64,341800,169805,20.86,10.36
3,256,315536,157723,77.03,38.50
3,512,305782,152890,149.30,74.65
3,1024,308752,154203,301.51,150.58
